STBA,Paragraph,Section,Lemma,Lemma_Witnesses,Lemma_Sources,Lemma_Annotations,Reading_1,Reading_1_Witnesses,Reading_1_Sources,Reading_1_Annotations,Reading_2,Reading_2_Witnesses,Reading_2_Sources,Reading_2_Annotations,Reading_3,Reading_3_Witnesses,Reading_3_Sources,Reading_3_Annotations,Reading_4,Reading_4_Witnesses,Reading_4_Sources,Reading_4_Annotations,Reading_5,Reading_5_Witnesses,Reading_5_Sources,Reading_5_Annotations,Reading_6,Reading_6_Witnesses,Reading_6_Sources,Reading_6_Annotations,Reading_7,Reading_7_Witnesses,Reading_7_Sources,Reading_7_Annotations,General_Comment,Omissions,Complications
,19,2,simili ratione aggreditur quod his,M U,,(cf. BG 1.28.4),simili ratione aggreditur his,S T V,,(cf. BG 7.4.1),,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,2,omnem nauigiorum excursum,M U S T V,,,omnes nauigiorum excursus,,Landgraf,1888 (u. et infra),,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,2,sublatum,M T V,,,sublatu,S,,,sublatam,Uac,,,sublata,Uc,,,,,,,,,,,,,,,,,,,,,
,19,2,uidebat,,Bentley,(cf. BG 7.27.1) ,uidebatur,M U,,(cf. BC 1.69.1 et 2.13.4),uidebantur,S T V,,", quod defendit Landgraf 1888 (u. et supra)",,,,,,,,,,,,,,,,,,,,,,,
,19,6,pugnabatur … (24.2) ad hostes,M U T V,,,hostes,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,6,nobis,M U T V,,(cf. 3.1) (deest S) ,nostris,,Aldus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,6,ex mole,M U T V,,(de anaphora cf. 20.3) (deest S),<et> ex mole,,Müller,(cf. BC 3.6.1) ,et mole,,Schneider,,,,,,,,,,,,,,,,,,,,,,,,
,20,3,sine ratione,M U T V,,(de anaphora cf. 19.6) (deest S),<et> sine ratione,,Callaghan,(cf. BG 7.52.2),[sine ratione],,Forchhammer,ut glossema ad temere pertinens,,,,,,,,,,,,,,,,,,,,,,,
,20,3,refugere coeperunt,U,,,receperunt,M,,,fugere coeperunt,T,,,profugere coeperunt,V,,(deest S),,,,,,,,,,,,,,,,,,,
,20,4,acrius perturbatos insequebantur,M U,,"(cf. Liu. 8.8.13 et, de aduerbio, Hirt. 8.35.5)",acrius perturbantes insequebantur,T V,,"(cf. 75.2 et, de aduerbio, Tac. Ann. 4.67.3) (deest S)",perturbatos acrius insequebantur ,,Landgraf,1888 fortasse recte (cf. Hirt. 8.10.2),,,,,,,,,,,,,,,,,,,,,nisi mauis perturbatos secludere ut glossema de 20.5 sumptum,,
,20,5,ponte2,ς,,teste Oudendorp (cf. 2.2),pontem,M U T V,,(deest S),,,,,,,,,,,,,,,,,,,,,,,,,,,superscript in lemma
,20,6,multitudine hominum atque onere,M U T V,,(deest S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,an secludendum ut glossema de BC 2.43.4 sumptum?,,"No reading 1, since the alternative is given in “general comments”"
,20,6,alleuatis scutis et animo ad conandum nisi,M U T V,,uocibus hic et illic leuiter mutatis (u. infra) (deest S),[alleuatis scutis et animo ad conandum nisi],,Fleischer,1879 ('romanhafte'),,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,6,alleuatis,U T V,,,alleuati,M,,", quod defendit Madvig 'alleuati ipsi scutis ligneis homines'; u. Amm. 24.6.7, cf. Curt. 9.9.22 et, de uerborum ordine, BC 1.45.2) (deest S)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,6,animo ad conandum nisi,M U T V,,(cf. Quint. Decl. min. 266.9) (deest S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,an animo ad conandum incumbentes (cf. 12.4)?,,"No reading 1, since the alternative is given in “general comments”"
,21,1,continere,,Lipsius,(cf. BC 3.58.1),contendere,M U T V,,(deest S),,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,4,paulo <ultra>,,Beroaldus,(cf. BC 3.66.4),paulo,M U T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,omission in M U T V (deest S),
,22,1,af(f)uerunt,M U,,,fuerunt,T V,,(deest S),afuit,,Vielhaber,(cf. Suet. Tib. 50.1),,,,,,,,,,,,,,,,,,,,,,,
,22,1,accessiones,T V,,,accensiones,M U,,(deest S),,,,,,,,,,,,,,,,,,,,,,,,,,,
◊,22,2,manum <gap>,,Nipperdey,", qui lacunam alteram ante et statuit",manum,M U T V,,(deest S),<gap> manum,,Stephanus,,,,,,,,,,,,,,,,,,,,,,,,
,22,2,†multum† ,,scripsimus,,multum,M U T V,,(deest S),,,,,,,,,,,,,,,,,,,,,,,,,an munitionum (cf. 1.2)? nisi mauis lacunam alteram ante operibus statuere,,
,23,1,tertium,M U T V,,(cf. Lucr. 1.445-46) (deest S),[tertium],,Kraffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,1,quo,M,,,qui,U T V,,(deest S),,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,1,regi,,Ursinus,(cf. Hirt. 8.21.1 etc.),regis,M U T V,,(deest S),,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,1,statuit,U T V,,et M supra lineam,constituit,M,,(deest S),,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,1,quo pacto sentirent,,Manutius,(cf. Cic. Att. 1.12.2; de numero u. infra),quo facto sentiret ,M U T V,,(deest S),profecto sentirent,,Fleischer,1879 coll. Hirt. 8.21.2,,,,,,,,,,,,,,,,,,,,,,,
,24,1,postularent,T V,,(u. 23.1 miserunt),postularet (sc. rex),M U,,uix recte (deest S),,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,1,bellum esse,Mc U T,,,bellum esset,Mac,,,bellum,V,,,,,,,,,,,,,,,,,,,,,,,,omission in V,
,24,2,parceret,M,,,parceret et,U T V,,(deest S),,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,2,ad hostes,M U T V,,,hostes,S,,(redit S; u. 19.6),,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,2,adulta iam aetate puerum,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"an secludendum ut glossema (u. BC 3.104.1, 108.1, App. BC 2.354 et ad 7.2)?",,"No reading 1, since the alternative is given in “general comments”"
,24,3,contra Caesarem,M U S T V,,(cf. 37.2 etc.),[contra] Caesarem,,Dinter,(ex 24.5? cf. BG 5.27.7),,,,,,,,,,,,,,,,,,,,,,,,,an Caesarem contra (cf. 60.3)?,,
,24,4,illa,M U S T V,,(cf. 24.1),ita,,Schneider,coll. Cic. Luc. 63,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,5,ut ex carceribus in liberum cursum emissus,M U S T V,,(cf.  Cic. Amic. 101),ut <equus> ex carceribus in liberum cursum emissus ,,Fleischer,1879,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,1,Caesaris praesidia,ed.pr.,,(cf. 23.1),Caesar praesidia,M U S T V,,,Caesari praesidia,Mmr,,,,,,,,,,,,,,,,,,,,,,,an Caesaris auxilia (u. 1.1)?,,
,25,1,itinere <ex>,,Stephanus,(cf. BC 3.107.1),itinere,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,omission in M U S T V,
,25,1,Ciliciaque,M U V,,,C(i/y)liaque,S T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,1,commeatum,M U,,,commeatumque,S T V,,,<audendum aliquid> commeatumque,,Vielhaber,dubitanter (cf. Liu. 41.19.7),,,,,,,,,,,,,,,,,,,,,,,
,25,2,commeatu,U S T V,,(cf. BC 2.32.12),commeatum,M,,,commeatibus,,Oudendorp,(cf. BG 3.23.6),commeatuque,,Nipperdey,(de casu datiuo u. Gel. 4.16.8),[commeatu],,Müller,,commeatu <onustis>,,Kübler,(cf. BC 3.23.2),<et Caesarem prohibebant> commeatu,,Andrieu,coll. BC 3.111.4,<nostra> signa (uel <nostros> ignes) imitati,,Vielhaber,coll. Dio 42.40.6,alii alia,,
,25,3,uniuersam,,Fleischer,1879 ex compendio (cf. BAfr 62.5),unam,M U T V,,,nam,S,,,suam,,Nipperdey,(cf. 45.1),,,,,,,,,,,,,,,,,,,
,25,3,praeficit,S T V,,,praefecit,M U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,3,maritima,M U S T V,,(cf. 46.1 et Cic. Ver. 2.5.136),mari inita,,Cornelissen,(cf. Sempronius Asellio FRHist F2),maritima <gap>,,Kübler,", qui <suscipi posse uidebatur> suppleuerit (cf. Hirt. 8.10.1)",,,,,,,,,,,,,,,,,,,,,,,
,25,3,parum,M U S T V,,,<impar> (sc. dimicatio) parum,,Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,5,conflixisset,M U T V,,,esset conflixisset,S,,,constitisset,,Fischer,15 coll. 21.2,,,,,,,,,,,,,,,,,,,,,,,
,25,5,quadriremem,,Dübner,(de corruptela u. ad 31.1 et BC 3.111.3),illi triremem,M U S T V,,", quod defendit Madvig ('significatur: et illico triremem') sed u. TLL 7.1.368.9-22 ",illic triremem,,Oudendorp,,,,,,,,,,,,,,,,,,,,,,,,
,25,5,perforasset ac demersisset (sc. Euphranor),ς,,teste Oudendorp,perforassent ac demersissent (sc. illi),M U S T V,,(u. supra),,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,5,circumuentus,M U S T V,,(cf. 55.3),circumuentus est,Mmr,,(cf. 28.2),,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,6,Ita qui,,Haupt,teste Nipperdey (cf. Cic. Tusc. 1.13),itaque,M U S T V,,,itaque qui,,Gruterus,teste Oudendorp (cf. Cic. Ver. 2.3.85),,,,,,,,,,,,,,,,,,,,,,,
◊,26,1,missus,M U,,,missis,S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,1,cum magnis copiis,M U S T V,,,magnas copias,,Vascosanus,,[cum] magnis copiis,,Hoffmann,1890 (u. et infra),,,,,,,,,,,,,,,,,,,,,,,
,26,2,Pelusium adduxit,,Aldus,(cf. 43.4),Pelusium aduenit,,Dauisius,1727 (cf. Liu. 42.56.3),ad Pelusium uēnit,,Vielhaber,(cf. 57.6),Pelusium accedit,,Fleischer,1879 coll. 56.6,Pelusium adductis,,Hoffmann,1890 (u. et supra),<gap> adducit,,Persyn,", quae uel <III legiones> (u. BC 3.107.1 et cf. 3.4.3) uel <eas> suppleuerit",,,,,,,,,alii alia,,
,26,2,idque,M U T V,,(cf. 3.4),idque quod,S,,,quod,,Landgraf,1891b 8 coll. 36.3,,,,,,,,,,,,,,,,,,,,,,,
,26,2,Achillae,,scripsimus,,ac(c)hil(l)ae,M S V,,,achiliae,U T,,,,,,,,,,,,,,,,,,,,,,,an secludendum ut glossema?,,
,26,2,multiplici praesidio pertinaciter propugnantibus,M U S T V,,(cf. Ciris 85 et u. TLL 8.1592.48-60 'spectat ad quantitatem'; de constructione ad sensum u. Landgraf 1888 et ad BC 3.78.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No reading 1, because the bulk of the note (explanatory) is in the annotations"
,26,2,ibi suum,U S T ,,et Mmr,suum ibi,M V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,3,pacarat,ς,,teste Oudendorp (cf. BG 3.11.5),placarat,M U S Tc V,,(cf. BG 6.16.3),placaret,Tac,,,,,,,,,,,,,,,,,,,,,,,,,
,27,1,[inter se1],,Dübner,,inter se,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,1,paulatim medium,M U S T V,,(cf. BG 3.19.1),paulatim <latius> medium,,Larsen,(cf. BG 7.73.5 et u. TLL 10.1.8.63-77),<maius> paulatim [medium],,Müller,(cf. Curt. 8.1.30),,,,,,,,,,,,,,,,,,,,,,,
,27,1,[a] mari coniungitur,,Ciacconius,(cf. 26.2 et u. TLL 4.338.75-80),a mari coniungitur,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,2,flumen,M U S T V,,"(sc. Nilum prope Memphin? u. 27.4-6 et Jos. BJ 1.187-92, cuius tamen narratio ualde differt; sc. illud angustum? u. 29.1 et Graindor, qui confert Jos. AJ 14.133; sc. ad ostium Pelusiacum fluens? Stoffel 2.63-64)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No reading 1, because the bulk of the note (explanatory) is in the Annotations"
,27,3,interclusum a Caesare a se,M U S T,,,interclusum a caesare se,V,,,interclusum a Caesare [a se] ,,Ciaconnius,", qui tamen a se interclusum [a Caesare] malit, et Jurinius ut dittographia ('cum rex ipse cum iis copiis non esset')",,,,,,,,,,,,,,,,,,,,,,,
◊,27,5,Mithridates magna cum prudentia,M U Sc,,et T supra lineam,mithridates magna cum potentia,Sac T,,,magna cum prudentia mithridates,V,,feliciter,Mithridates [magna cum prudentia],,D. Simons,", qui et constantiaque uirtutum et Alexandrinorum imprudentia secluserit ut glossema",,,,,,,,,,,,,,,,,,,
,27,5,constantiaque [uirtutum et Alexandrinorum imprudentia] consuetudine,,Dübner,dubitanter,constantiaque uirtutum et Alexandrinorum imprudentia consuetudine,M U T V,,,consuetudine,S,,", qui uerba 5 omisit",[constantiaque uirtutum et Alexandrinorum imprudentia] consuetudine,ed.pr.,,,,,,,,,,,,,,,,,,,constantiaque uirtutum et Alexandrinorum imprudentia post facta transposuerit Klotz,omission in S (uerba 5),transposition
,27,5,uirtutum,M U T V,,"(deest S, u. supra)",militum,ς,,teste Ciacconio,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,5,incaute,M U,,(cf. Liu. 7.15.9),caute,S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,7,adiuncti his,S T V,,(cf. BC 2.6.3),adiunctis (h)iis,M U,,(cf. 42.3 etc.),,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,2,quo,ς,,teste Oudendorp,qua,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,2,circumuectus,M U V,,,circum euectus,S,,,circumuectus est,T,,,,,,,,,,,,,,,,,,,,,,,,,
,28,3,rex,S,,,L ex,M T V,,,ex,U,,,,,,,,,,,,,,,,,,,,,,,,,
,28,3,uariis generum,M U S T V,,", quod defendit Löfstedt (cf. Cic. Font. 13 uarietate generum)",uariis genere,ς,,teste Andrieu (cf. BC 3.110.12 et Liu. 22.36.1),uarii generis,,Oehler,(cf. BC 2.36.1),,,,,,,,,,,,,,,,,,,,,an uariis <multorumque> generum (cf. Cic. De orat. 3.177)?,,
,29,3,certaretur,ς,,teste Andrieu (cf. Liu. 2.56.15),certarentur,M U S T V,,,certarent,ς,,teste Klotz (cf. Liu. 5.41.4),,,,,,,,,,,,,,,,,,,,,,,
,29,4,[fluminum],,Dübner,(cf. BG 2.9.4),fluminum,M U S T V,,,fluminis,ς,,"teste Klotz (cf. BG 1.8.4, Hirt. 8.13.1)",,,,,,,,,,,,,,,,,,,,,,,
,29,4,excisis quae longitudine utramque ripam contingerent proiectis repentinoque,M U S T V,,", quod defendit Landgraf 1891b coll. Hirt. 8.28.4",excisis quae longitudine utramque ripam contingerent et proiectis repentinoque,ς,,teste Andrieu (cf. 17.3),[excisis] quae longitudine utramque ripam contingerent proiectis repentinoque,,Ciacconius,(cf. Vitr. 10.14.2 et u. TLL 10.2.1797.75-1798.30),excisis quae longitudine utramque ripam contingerent proiectis <iis> repentinoque,,Nipperdey,(cf. BC 1.27.4),,,,,,,,,,,,,,,,,an excisis quae longitudine utramque ripam contingerent proiectisque repentino (cf. 44.4)?,,long lemma to avoid breaking up related emendations
,30,1,pertendit,M U S T V,,(cf. Fron. Str. 1.4.6),contendit,ς,,teste Andrieu,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,3,castra regis,U S T,,,in castra regis,M,,,regis castra,V,,,,,,,,,,,,,,,,,,,,,,,,,
,30,4,eo,M U S T V,,(cf. BG 1.27.2),eodem,,Schneider,(cf. 74.4),,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,6,habebat,M U S T V,,,habebat. At ,,Larsen,coll. 25.4 etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,6,auersi,ς,,teste Klotz (cf. Cic. De orat. 2.256),mersi,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,1,"tres (i.e., III)",,Faernus,teste Ciacconius (de corruptela u. ad 25.5),illo,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◊,31,3,partibus,M U S T V,,"(sc. loca caperent nostri; cf. Hirt. 8.36.4 et, de figura apo koinou, BC 1.19.5)",partibus <impetus fieret>,,Kübler,(cf. BG 1.22.3),partibus <inrumperent>,,Schneider,(cf. BG 4.14.3),,,,,,,,,,,,,,,,,,,,,,,
,31,3,castrorum locum,S T V,,et Mmr (cf. BG 2.23.5),locum castrorum,M U,,(cf. 31.1),,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,4,in eam partem,M U S T V,,"(sc. loci; u. 28.3, 30.5 et cf. Hirt. 8.46.1)",ea parte,,Larsen,(sc. montis; cf. 32.1),,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,6,ad proximas naues,M U S T V,,,[ad proximas naues],,Vielhaber,ut glossema ineptum,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,1,magnae uictoriae,M U S T V,,(cf. Liu. 31.22.1),magna uictoriae,,Ciacconius,(cf. BAfr 31.5),magna e uictoria,,Madvig,(cf. Liu. 28.43.19) ,,,,,,,,,,,,,,,,,,,,,,,
,32,2,consilium suum fefellit,M U V,,,consilium suum refellit,S T,,,[consilium suum] fefellit,,Ciacconius,coll. BC 3.94.3,,,,,,,,,,,,,,,,,,,,,,,
,32,3,precari,M Tc V,,,precare,U S Tac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,4,sed etiam talem aduentum eius felicem,M U S T V,,(cf. Plin. Nat. 11.174),sed etiam talem aduentum eius [felicem]Madvig,,,(cf. 77.1),sed etiam [talem] aduentum eius talem,,Morus,,felicem sed etiam talem aduentum eius,,Vielhaber,dubitanter,,,,,,,,,,,,,,,,,nisi mauis sed etiam talem aduentum eius felicem (cf. 32.1),,
,33,1,[ut],Mmr,,(cf. BG 5.54.2),ut,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2,maiore ex duobus pueris rege,M U Tc,,,maiorem ex duobus pueris regem,S Tac V,,,maiore ex duobus pueris [rege],,Kraffert,,,,,,,,,,,,,,,,,,,,,,,,
,33,2,diuturnitate confirmarentur,Tc ,,et Mmr (cf. 53.5 et u. TLL 4.224.45-79),diuturnitates confirmarentur,M U S Tac V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2,regum,,Stephanus,(cf. 33.3),regis,M U,,,regi,S T V,,,regibus,,Kraner,(u. TLL 4.224.80-225.13),,,,,,,,,,,,,,,,,,,
,33,2,imperia,S T,,,imperio,M U,,,imperiam,V,,,imperium,Mmr,,,,,,,,,,,,,,,,,,,,,
,33,3,legiones ibi,ς,,teste Klotz,legione ibi,M U,,,legiones sibi,S,,,legione sibi ,T V,,,,,,,,,,,,,,,,,,,,,
,33,3,ueterana,M U Tc,,"(cf. 69.1, 76.1)",ueteranas,S Tac V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,3,reducta,M U S T V,,(sc. in Asiam? u. BC 3.106.1 et cf. BG 1.49.5; sc. in Syriam? u. 33.5),deducta,ς,,teste Oudendorp (cf. Liu. 40.35.14),,,,,,,,,,,,,,,,,,,,,,,,,an ducta (cf. BG 5.5.4)?,,
,33,3,regum,M U V,,,regnum,S T,,,regnum et,ς,,teste Andrieu (cf. Liu. 42.50.5),,,,,,,,,,,,,,,,,,,,,,,
,33,3,permanserant,U T V,,,permanerent,M,,ex 33.4?,permanserunt,S,,,,,,,,,,,,,,,,,,,,,,,,,
,33,4,esse tutos,Mmr,,,esse ut hos,M U,,,esset ut hos,S T V,,,,,,,,,,,,,,,,,,,,,,,,,
,33,5,itinere terrestri,U S T V,,(cf. 34.3 etc.),itinere pedestri,M,,ex 26.1?,[itinere terrestri],,Nipperdey,(u. 66.1 et Jos. AJ 14.137),,,,,,,,,,,,,,,,,,,,,,,
