STBA,Paragraph,Section,Lemma,Lemma_Witnesses,Lemma_Sources,Lemma_Annotations,Reading_1,Reading_1_Witnesses,Reading_1_Sources,Reading_1_Annotations,Reading_2,Reading_2_Witnesses,Reading_2_Sources,Reading_2_Annotations,Reading_3,Reading_3_Witnesses,Reading_3_Sources,Reading_3_Annotations,Reading_4,Reading_4_Witnesses,Reading_4_Sources,Reading_4_Annotations,Reading_5,Reading_5_Witnesses,Reading_5_Sources,Reading_5_Annotations,Reading_6,Reading_6_Witnesses,Reading_6_Sources,Reading_6_Annotations,Reading_7,Reading_7_Witnesses,Reading_7_Sources,Reading_7_Annotations,General_Comment,Omissions,Complications
,57,3,ad secundam,M U T V,,,ad secundam legionem,S,,,ad secundam <ad Vliam>,,Schneider,dubitanter,,,,,,,,,,,,,,,,,,,,,,,
,57,3,†in† Torium,,scripsimus,(de orthographia u. CIL II.3270 et ad 58.1),intorium,M U T V,,,Titum Torium,S,,per compendium,M. Torium,ς,,teste Nipperdey,,,,,,,,,,,,,,,,,,,
,57,4,Italicensem,M U S,,,italicensum,T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,57,4,Marcellum quaestorem,,Forchhammer,", qui et <M.> ante Marcellum suppleuit coll. D.C. 42.15.5 (u. 59.1, sed de nomenclatura u. et ad 53.4)",Marcellumque,M U S T V,,ex 57.5?,,,,,,,,,,,,,,,,,,,,,,,,,,,
,57,5,adductum,,Oudendorp,(u. ad 35.2),abductum,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,57,6,Singiliense,,Nipperdey,(cf. Plin. Nat. 3.12 Singilis fluuius),Siciliense,M U S T,,,Siciliensem,V,,,,,,,,,,,,,,,,,,,,,,,,,
,58,1,Torius,ς,,teste Dübner,thorius,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,58,1,ueteres,M U,,(cf. BC 3.101.5),ueterem,S T V,,,ueteranas,,J. Simons,(u. 53.5 et cf. 61.1),,,,,,,,,,,,,,,,,,,,,,,
,58,2,erat,M U S T V,,,erit,,Madvig,1873 coll. Liu. 4.20.8 ,est,,Schneider,coll. Liu. 23.47.8,,,,,,,,,,,,,,,,,,,,,alii alia,,
,58,2,sed ... coniectura,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post dictitabat transposuit Landgraf 1889,,transposition
,58,2,sed ... ferebat,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post dictitabat transposuit Klotz 'ut uerba milites adeo fatebantur (sc. amorem Pompei) suam habeant uim' sed cf. 57.6,,transposition
,58,2,Torius,ς,,teste Andrieu,thorius,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,58,3,inscriptum,U S T,,(u. D.C. 42.15.5 et cf. BHisp 13.3),scriptum,M V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,58,4,frequens legionibus conuentus obuiam prodit neque tantum uirorum sed etiam matrum familias ac praetextatorum deprecaturque ne hostili aduentu Cordubam diriperent nam,M U S T,,uocibus hic et illic leuiter mutatis (u. infra),nam,V,,", qui uerba 20 omisit
",,,,,,,,,,,,,,,,,,,,,,,,,,omission in V (uerba 20),
,58,4,deprecaturque,M U,,,deprecatur quae,T,,"(deest V, u. supra)",deprecatur,S,,,,,,,,,,,,,,,,,,,,,,,,,
,59,1,esse1,V,,,esset,M U S T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,superscript in lemma
,59,1,tamque,M U,,,ta(m/n)quam,S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59,1,posse perducere nomen Pompei ex scutis detraxerunt Marcellum qui se Caesaris causam defensurum,M U S T,,uocibus hic et illic leuiter mutatis (u. infra),defensurum,V,,", qui uerba 12 omisit",,,,,,,,,,,,,,,,,,,,,,,,,,omission in V (uerba 12),
,59,1,detraxerunt,M U S T,,"(deest V), quod defendit Kübler coll. Dig. 3.2.2.2",deterserunt,,Menge,coll. D.C. 42.15.5 ἀπήλειψεν,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59,2,prouinciaeque,M U,,,prouinciaque,S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59,2,uastat,M U,,(cf. BG 3.29.3 etc.) ,uastata,S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,1,concurrerunt ut in aciem educerentur,M U T V,,(cf. BC 1.71.2),concurrerunt ut in aciem educerentur orant,S,,(de uerborum ordine cf. 58.4),,,,,,,,,,,,,,,,,,,,,,,,,nisi mauis concurrerunt. <Orant> ut in aciem educerentur (de asyndeto cf. BC 2.12.3),,
,60,1,carissimaeque,M U S T V,,(cf. BG 5.33.6 et u. TLL 3.505.60-65),clarissimaeque,,Keil,teste Klotz (u. TLL 3.502.48),feracissimaeque,,Cornelissen,52 coll. BG 2.4.6,,,,,,,,,,,,,,,,,,,,,,,
◊,60,2,uictoris,M U,,,uictores,S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,2,esset2,M U S T V,,,esse,ς,,teste Oudendorp (u. TLL 10.2.308.24-27 et 10.2.318.13-15),esset <gap>,,Larsen,,esset <uetare uel prohibere>,,Ciacconius,,esset <receptus>,,Reinhardt ,exempli gratia (cf. BC 1.45.6),,,,,,,,,,,,,alii alia,,"superscript in lemma, lacuna in emendation"
,60,3,animaduerteret causa,,Reinhardt,(cf. 35.2 etc.),causa,M U T V,,,uideret causa,S,,(cf. 30.2 etc.),,,,,,,,,,,,,,,,,,,,,,omission in MUTV,
,60,4,infirmum,M T V,,,infirmem,U S,,(de formis tertii ordinis u. TLL 7.1.1441.14-40),,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,4,esse,Uac S T V,,,eum,M Uc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,5,quid,M S T,,,qui,U,,,quod,V,,,,,,,,,,,,,,,,,,,,,,,,,
,60,5,uitii,S,,(cf. BG 7.45.9 incommodi),uti,U T V,,,usus,M,,,,,,,,,,,,,,,,,,,,,,,,,
,60,5,difficultatisque,M,,(cf. Sen. Ben. 3.8.1),difficultatesque,U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,5,educit,M U T,,,educunt,S,,(cf. BC 3.30.3),ducit,V,,,,,,,,,,,,,,,,,,,,,,,,,
,61,2,castris collata,,Stephanus,(cf. 61.4),castris co(n/l)locata,M U S T V,,(ex 61.5 collocatis? u. et ad BAfr 68.2 conlatis),,,,,,,,,,,,,,,,,,,,,,,,,nisi mauis <contra> castris collocata (cf. BAfr 56.1),,
,61,2,Vliam,,Ciacconius,"(de oppidi nomine u. Plin. Nat. 3.10.2, D.C. 43.32.3-6) ",ullam,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,3,ut et loci natura namque Vlia in edito monte posita est et,,Manutius,"(cf. BG 7.14.9 et, de coniunctionibus, 5.57.1)",ut est loci natura namque ulla in edito monte posita est ut,M U S T,,,ut loci est natura namque ulla in edito monte posita est ut ,V,,,,,,,,,,,,,,,,,,,,,,,,,
,61,3,Vlia,,Ciacconius,(u. supra),ulla,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this lemma overlaps with preceding lemma
,61,3,ab oppugnatione,M U S,,,ad oppugnatione,T,,,ad oppugnationem,V,,,,,,,,,,,,,,,,,,,,,,,,,
,61,4,Vliam,,Ciacconius,(u. supra),ullam,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,4,adductus,,scripsimus,(cf. 71.2 et u. ad 35.2 et 57.5) ,edoctus,S T V,,,eductus,M U,,,deductus,,Nipperdey,(cf. BHisp 41.6 necessario),,,,,,,,,,,,,,,,,nisi mauis coactus (cf. Hirt. 8.43.5),,
,61,4,confligeret,M U,,,confligere,S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,4,latius,U S T V,,et M supra lineam (cf. BG 5.19.2),longius,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,4,passi,M,,,pass(a)e ,U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,5,Vliam,,Ciacconius,(u. supra),ullam,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,6,sibi usui ,M U T V,,(cf. BC 2.15.3),Marcus (per compendium) sibi usu,S,,(de orthographia u. Gel. 4.16.8-9),<magno> sibi usui,,Oudendorp,fortasse recte (cf. BG 4.20.2 etc. et BC 2.17.4 magna ... magna) ,,,,,,,,,,,,,,,,,,,,,,,
,62,1,paucis diebus q,S,,ex 58.1? (cf. 66.1),paucis diebusque,M U,,,paucisque diebus,T,,(cf. Cic. Div. 1.53),paucis diebus,V,,non male,,,,,,,,,,,,,,,,,,,
,62,1,ei legioni,,Jurinius,(cf. 34.4 et u. infra),ei legionem,M U S T V,,"per compendia, sensu repugnante (u. 62.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,1,complures,,Jurinius,(u. supra),compluresque,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,1,auxiliares,,scripsimus,(cf. BC 1.63.1),auxiliariis,M U T V,,,auxiliarias,S,,(cf. Hirt. 8.5.3 auxiliarios pedites et u. TLL 2.1615.28-42),,,,,,,,,,,,,,,,,,,,,,,
,62,2,Marcello fauebant,M U,,(cf. Cic. Fam. 2.15.3 Curioni),Marcellum fouebant,S T V,,(cf. Tac. Hist. 4.17.5),,,,,,,,,,,,,,,,,,,,,,,,,an Marcelli (sc. rebus studebant) (cf. BC 1.28.1 Caesaris rebus)?,,
,62,2,utrumque,M U,,,utrimque,S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,2,transferente,M Uc,,,transferentem,Uc S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◊,63,5,prope iam,M U S T V,,(cf. BG 3.3.3),prope etiam,,Credo,(cf. BG 6.11.2 paene etiam),,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,5,iam constituta opera <cum>,,Aldus,(u. 61.6 et cf. BG 2.12.5 turribus ... constitutis),iam constituta opera,M U S T V,,,iam <pace> constituta opera <cum>,,Nipperdey,(cf. Cic. Q. fr. 1.1.25),iam constituta <pace cum> opera,,Castiglioni,,iam constituta <die (uel prouincia) cum> opera,,Damon,"exempli gratia (cf. BG 1.4.2 etc., 65.1)",,,,,,,,,,,,,,omission in M U S T V,
,63,5,complanarent (sc. Lepidus Marcellusque) ,M U S T V,,(cf. Sen. Dial. 1.5.9),complanarentur,,Kübler,dubitanter (cf. Cic. Dom. 101 domus),,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,1,Carmonem,,Hübner,(Carmonam iam Glandorp coll. Liu. 33.21.8; u. et ad 57.2),Narbonem,M S V,,,Narbonam,U T,,,,,,,,,,,,,,,,,,,,,,,,,
,64,2,obtinendam uenit,S,,(cf. 18.2),obtinendam,M U T V,,,obtinendam mittitur,,Damon,exempli gratia (cf. BC 1.43.4 et 1.85.9),,,,,,,,,,,,,,,,,,,,,,omission in M U T V,
,64,2,nau(e/i)s,M U S T,,et V in rasura,nauem,,Schneider,coll. 64.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,3,cum <in>,ed.pr.,,(cf. BG 1.8.1),cum,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,omission in M U S T V, 
,64,3,nihilo,S,,(cf. 25.1),ni(c)hil,M U T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,3,derectam,M U T V,,"(cf. BAfr 26.4 et u. TLL 5.1.1253.3-30 'de motu et eis, quae moventur')",in|directam,S,,,in directum,ς,,"teste Oudendorp, quod defendit Landgraf 1889 coll. Liu. 22.47.3 ",,,,,,,,,,,,,,,,,,,,,,,
,65,1,rei,M V,,,re,U S T,,(de orthographia u. LHS §361.3),,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,1,commode geri,M U S,,,commoda egeri,T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,1,orirentur,S V,,(de formis u. TLL 9.2.991.53-992.6),orerentur,M U T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,1,indiligentia,M U S T V,,(cf. BG 7.17.3 et 2.32.2 indiligentius),indulgentia,ς,,teste Nipperdey (cf. BG 7.63.8),,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,2,(h)eae,M U S,,,hae,T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,4,uiritim,M U S T V,,(cf. BG 7.71.7 et Hirt. 8.46.5),priuatim,,Schneider,coll. BC 2.21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,4,finitimos,,Oudendorp,coll. BC 3.3.2,finitimosque,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,4,concurrerant,U S T,,,concurrerint,V,,,cucurrerant,M,,,,,,,,,,,,,,,,,,,,,,,,,
,65,4,populo Romano,U S T,,per compendia,rei publicae,M,,per compendium,publicae rei,V,,,,,,,,,,,,,,,,,,,,,,,,,
,66,1,legionibus,M U S T V,,(cf. 65.1),legioni,,Domaszewski,"172-173 fortasse recte (u. 34.3, App. BC 3.312, 4.250 ἓν ... καταλέλοιπει et cf. BG 5.47.2)",,,,,,,,,,,,,,,,,,,,,,,,,nisi mauis legioni XXXVIII (cf. BG 5.53.6 et u. Domaszewski loc. cit.),,
,66,1,praefecit,Mac U T V,,,praeficit,Mc S,,non male,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66,2,fortissimumque,M U S T V,,"(u. ad 19.2 et TLL 6.1.1157.65-1158.58 'de soliditate rerum durarum, non mobilium')",fertilissimumque,,Schneider,coll. 3.1,florentissimumque,,Müller,(cf. BG 4.3.3 ciuitas ... florens) ,,,,,,,,,,,,,,,,,,,,,,,
,66,3,cupiditate,M U S T V,,(cf. 20.2),cupiditatem,,Schiller,1889 coll. 55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
◊,66,3,Comana (sc. Cappadociae? uel Pontica?) <gap>,,Kübler,dubitanter (u. Gaertner-Hausburg 91 n. 65),Comana,M U S T V,,", quod defendit Madvig",<uenit> Comana,ς,,teste Dübner,Comana <uenit>,,Nipperdey,,Comana <ut confirmarentur et>,,Damon,"exempli gratia (cf. BC 1.29.3 Hispanias et, de coniunctione postposita, 45.3 et 56.6)",Comana <cum dissensionibus essent confecta et repeteretur>,,Damon,"exempli gratia (cf. 42.2 et u., de re, u. 66.4, de coniunctione postposita, Gaertner-Hausburg 36-39)",,,,,,,,,,,a complicated and inelegant note
,66,3,maiestate imperio,ed.pr.,,(cf. BC 3.106.4 et Sal. Cat. 12.1),magis imperio,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,"nisi mauis magis imperio <quam> (cf. 15.1 et, de antithesi, Sen. Cl. 1.3)",,
,66,4,B(i/y)thino,M U S,,(u. TLL 2.2019.14-31),bithinio,T V,,(u. TLL 2.2019.57-63),,,,,,,,,,,,,,,,,,,,,,,,,,,
,66,4,Cappadocum genere,M U Tc V,,,cappado cum genere,S,,,cappadociae cum genere,Tac,,,,,,,,,,,,,,,,,,,,,,,,,
,66,4,iure minime dubio uetustate tamen,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post ortus transposuit Schiller 1889 coll. Flor. Epit. 3.13.7,,transposition
,66,4,sacerdotium,T V,,,sacerdotum,S,,,sacerdotio,M U,,,,,,,,,,,,,,,,,,,,,,,,,
,66,5,terreret <gap> Ariobarzani ,,Nipperdey,", qui Ariobarzanen, partem Armeniae minoris concessit eumque suppleuit coll. de re D.C. 41.63.3, 42.48.3 (de locutione cf. BG 7.9.6)",terreret Ariobarzani,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lacuna in lemma i.e., omission in M U S T V"
,66,5,inceptum,M U V,,(cf. BAfr 75.6),coeptum,S T,,(cf. BAfr 69.4),,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,1,tetrarches,Mc V,,ex 68.1 tetrarcharum? (u. et infra),tetriarches,T,,,tetharces,Mac U,,,thetarces,S,,,,,,,,,,,,,,,,,,,,,
,67,1,gallogr(a)e(c/t)iae2,M Uc T V,,,gallogecie,Uac,,,gallograe,S,,,,,,,,,,,,,,,,,,,,,,,,,superscript in lemma
,67,1,tet(h)rarchae,Mc T V,,(u. et supra),tetharc(a)e,Mac U S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,1,regiis,ς,,teste Dübner (cf. 68.2),regis,M U S T,,(cf. Tac. Hist. 2.58.2),regibus,V,,,,,,,,,,,,,,,,,,,,,,,,,
,67,1,tantum,ς,,teste Dübner,tanto,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
◊,67,1,Caesaris,M U S T V,,,<in> Caesaris,,Cornelissen,(cf. 23.1 et u. infra),,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,1,<et coactus> exercitibus imperiisque,,Bensch-Schaus,(cf. 43.1; <coactus> iam Hoffmann 1890),exercitibus imperiisque,M U S T V,,,excitusque imperiis,,Markland,(cf. BHisp 4.4),excitus imperiis,,Kraner,,excitus uerbis imperiisque,,Madvig,,excitus precibus imperiisque,,Larsen,coll. Cic. Deiot. 13,<coercitus> exercitibus imperiisque,,Dinter,(cf. 33.4 et BC 1.67.4),exercitibus imperiisque <aduersariorum coactus>,,Klotz,", Cornelissen secutus (u. supra) ",nisi mauis <et coactus> potestatibus imperiisque (cf. Cic. Leg. 1.23),omission in M U S T V,
,67,1,imperiisque in,M Uc S T V,,,imperiisque,Uac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,2,se debuisse iudicem,Mc U T,,,se buisse iudicem,Mac,,,se iudicem debuisse,S,,,se diebus se iudicem,V,,,,,,,,,,,,,,,,,,,,,
,67,2,controuersiarum populi romani ,U S T ,,per compendia,controuersiarum,M,,,controuersiarum publicarum rerum,V,,,,,,,,,,,,,,,,,,,,,,,,,
◊,68,1,defensionem eius,M Uc S T V,,,defensonem eius,Uac,,,defectionem eius,ς,,teste Dübner (cf. BG 7.67.7),[defensionem eius],,Dauisius,"1727 ut glossema ad excusationem (u. et infra), sed cf. de pleonasmo Cic. Rab. Post. 27 Rufum necessitatis excusatio defendet",,,,,,,,,,,,,,,,,,,
,68,1,posse,M U S T V,,,posse <se>,,Dauisius,(u. supra et cf. Sen. Ben. 7.16.3),,,,,,,,,,,,,,,,,,,,,,,,,,,
,68,1,eius2,M U S T V,,(de iteratione cf. BG 1.20.5),[eius],,Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,superscript in lemma
,68,1,quis deinde post L. Lentulum C. Marcellum consul esset,Mc,,et uocibus perpere diuisis U,quis deinde post l lentulum c marcellum consules sed,Mac,,,quis deinde post l lentulum c marcellum consules se,S,,,qui deinde post l lentulum c marcellum consules,T V,,non male,,,,,,,,,,,,,,,,,,,
,68,1,deinde,M U S T V,,,denique,,Nipperdey,(cf. BC 1.72.2),,,,,,,,,,,,,,,,,,,,,,,,,,,this lemma overlaps with the preceding one
,68,1,frequentes,M U T,,,frequenter,S V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,68,1,concurrissent,S T V,,,concucurrissent,M Uc,,,concucurissent,Uac,,,,,,,,,,,,,,,,,,,,,,,,,
,68,2,natura,M U S,,(cf. Cic. Flac. 63),matura,T V,,,armatura,,Cuiacius,"teste Nipperdey, fortasse recte (u. 34.4 et Cic. Att. 6.1.14)",,,,,,,,,,,,,,,,,,,,,,,
,69,1,abduxerat,M U S Vc,,,abduxerant,Vac,,,adduxerat,T,,,,,,,,,,,,,,,,,,,,,,,,,
,69,1,mille,ς,,teste Dübner ,cum,M U S T V,,de compendio corrupto cf. ad BC 2.35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69,1,quae2,ς,,teste Andrieu ,quas,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,superscript in lemma
,69,2,a Pharnace missi,S T,,,missi a Pharnace,V,,,ab Pharnace missi,M,,,ad Pharnacem missi ,U,,,,,,,,,,,,,,,,,,,,,
,70,2,mitibus,M S Tc V,,,militibus,U Tac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,2,gloriarentur,M U,,,glorientur,S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,3,[non],,Vascosanus,,non,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,4,quamquam,,Dinter,(cf. 11.2),quam,M U S T V,,,[quam],ς,,teste Oudendorp,quin,,Nipperdey,(cf. Cic. Att. 12.43.2),,,,,,,,,,,,,,,,,,,
,70,5,itaque se,M U S,,,itaque,T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,omission in TV,
,70,8,si fecisset iam,M U S T V,,(de usu absoluto cf. BC 1.2.6),id si fecisset iam,,Schneider,,quae si fecisset iam,,Klotz,,si fecisset haec,,Menge,125,,,,,,,,,,,,,,,,,nisi mauis si fecisset omnia (u. 71.1),,
,70,8,enim ei ,M U,,,enim,S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,omission in STV,
,71,1,praecurrentem,M U S T V,,"(u. App. BC 2.385 παροδεύων αὐτὴν [sc. Ἀσίαν]) et, de notione praetercurrendi, TLL 10.2.519.39-55)",percurrentem (sc. regionem),,Kraner,"(cf. Hirt. 8.52.1 et u., de usu absoluto, TLL 10.1.1230.62-68)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,1,proficisceretur,S T V,,,proficisceretur existimabat,M U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,1,longiorem,S T V,,(cf. BG 1.40.14),longiores (sc. pactiones?),M U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72,1,munitum,M U S T V,,,munito,,Nipperdey,coll. 28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
◊,72,2,huic,M,,(cf. Tac. Ann. 14.15.2),hoc,U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72,2,multique intercisi,M U S T V,,(cf. Sen. Ep. 90.18 et BC 3.43.1),multisque intercisi,,Schneider,(cf. 61.1 et Cic. Att. 4.15.5),,,,,,,,,,,,,,,,,,,,,,,,,nisi mauis multique intercisis (cf. 73.3),,
,72,2,unus qui,M U T V,,(de anacolutho u. Damon 2015b 242),qui,S,,non male,,,,,,,,,,,,,,,,,,,,,,,,,nisi mauis unus [qui] uel unus <est> qui,,
,72,2,superioribus locis atque itineribus paene coniunctus oppido,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"transposuerunt post unus Klotz dubitanter, post nobilitatem Morus dubitanter, post Zela Madvig 1.48-49 : seclusit ut glossema Vielhaber : alii alia ",,transpositions
,72,2,itineribus,M U S T V,,,<commodis> itineribus,,Klotz,(cf. BC 3.97.3),,,,,,,,,,,,,,,,,,,,,,,,,,,this lemma overlaps with that of the preceding note
,72,2,coniunctus,M U S T V,,,coniunctus <est>,,Vielhaber,Morum secutus,coniunctis,,Larsen,", qui Madvig secutus est",,,,,,,,,,,,,,,,,,,,,,,this lemma overlaps with that of an earlier note
,72,2,nec,M U S T V,,,non,,Morus,dubitanter,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,1,dubitanter,U,,,munitura,M,,,muniturus,S T,,et Vc ut uidetur,munitur,Vac,,,,,,,,,,,,,,,,,,,,,
,73,1,si modo ea loca hostes priores non cepissent,M,,(cf. BG 4.20.2),si modo ea loca hostes priores cepissent,U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,nisi mauis nisi modo ea loca hostes priores cepissent (cf. Hirt. 8.27.2 et Pl. Mil. 1166),,
,73,1,erant,M U V,,,erat,S T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,2,prima luce,M U S T V,,,<profectus uel egressus> prima luce,,Larsen,"(cf. Liu. 27.42.14, Juu. 11.186)",,,,,,,,,,,,,,,,,,,,,,,,,nisi mauis [prima luce] (u. 74.1),,
,73,2,triarium,M S,,,traiarium,U T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,3,hoc,M U S,,,huc,T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,3,aggerere tum,,scripsimus,(aggerere iam Klotz; u. 74.3 et cf. BC 3.49.3),agerentur,M U S T V,,,agerent,,Schneider,coll. Pl. Men. 955 (u. TLL 7.2.580.11-16 et ad BHisp 27.4),gererent (uel gerere),,Madvig,(cf. Liu. 28.19.13),,,,,,,,,,,,,,,,,,,
,73,3,discederet,U S T V,,et M supra lineam,cessaret,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,3,passuum <mille>,ed.pr.,,(cf. BAfr 59.5),passuum,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,omission in M U S T V,
,73,3,intercisa,M U S T V,,(cf. ad 72.2),intermissa,,Schneider,coll. Hirt. 8.9.2,,,,,,,,,,,,,,,,,,,,,,,,,nisi mauis intermisso (cf. BG 6.7.4),,
,73,3,incepto,M U S,,,incerto,T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,3,Caesaris castrorum,M U S T V,,,[Caesaris castrorum],,Kraner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,2,impulsus siue,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an siue impulsus?,,
,74,3,comperta,M U S T V,,(cf. 10.3),contempta,,Fischer,coll. BG 3.2.3 et BC 3.111.1 (u. et 74.3),,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,3,ueterani,,Stephanus,(cf. 4.1),ueterana,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,an secludendum? ('propter collocationem veterani exercitus sui haereo' Klotz),,
,74,3,quem1,S T V,,,quem cum legione,M,,,cum legione quem,U,,,,,,,,,,,,,,,,,,,,,,,,,superscript in lemma
,74,3,contemptione,,scripsimus,(cf. Hirt. 8.8.2),contemptum,M U S,,,contemptu,T V,,(cf. BG 2.30.4),,,,,,,,,,,,,,,,,,,,,,,
,74,3,praerupta ualle,M U S T V,,(cf. Sal. Jug. 50.2 monte),<in> praeruptam uallem,,Schneider,(u. ad 74.4),,,,,,,,,,,,,,,,,,,,,,,,,,,
◊,74,4,coartationem,,Brutus,(cf. Liu. 27.46.2),cohortationem,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,4,locum,ed.pr.,,,loco,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,4,hostis,M U S T V,,,[hostis] ,,Bentley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,4,in procliuem,,Nipperdey,"(cf. 76.1 et, de antithesi, Liu. 5.43.2)",in proelium,S T,,,in bellum ,V,,,praeruptam in proelium,U,,,in praeruptam,M,,"(u. 74.3 et cf., de antithesi, Plin. Nat. 2.174)",,,,,,,,,,,,,,,
,75,1,oppressus,S T V,,(cf. 45.4),oppressos,M U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,75,1,operibus reuocat,,Naqvi,"(reuocat iam Jurinius, u. infra; cf. 72.3 et Hirt. 8.43.2)",operibus uocat,M U S V,,(cf. Cic. Att. 12.21.5),opere uocat,T,,,opere reuocat,,Jurinius,(cf. BC 1.82.2),,,,,,,,,,,,,,,,,,,
,75,3,confligitur,,Manutius,(cf. 60.4),confligit,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,75,3,adiuuante natura,M U S T V,,(de usu absoluto cf. 76.1),adiuuante <nostros> natura,,du Pontet ,(cf. 52.4),,,,,,,,,,,,,,,,,,,,,,,,,,,
,75,3,belli,,Klotz,coll. BG 5.30.3 et BC 3.72.4,bellis,M U S T V,,,bellicis ,,Stephanus,(cf. BG 6.24.3),,,,,,,,,,,,,,,,,,,,,,,
